name,address,phone,type,email,lat,lon,method,score,confidence,match_method,money
"Детский сад ""Маленький гений""","ул. Санаторная, 28","87017508338, 87017508338",детский сад,marina.strebkova@mail.ru,43.2025269,76.9150435,nominatim,,medium,,yes
"Мини-центр ""ФТК Баганашыл""","ул. Молодежная, 4","87772291075, 87272991933",дошкольный мини-центр,fastrackids.baganashyl@mail.ru,43.2836392,76.8645649,nominatim,,medium,,yes
"Детский сад ""Dostyk baby""","пр. Аль-фараби, 93/9","87016135008, 87273959582",детский сад,dostykbaby@mail.ru,43.2123058,76.91282,,,low,clean_retry,yes
"Ясли-сад ""Дарын""","мкр. Мирас, 42","87474034541, 87272993299",ясли-сад,too.daryn@bk.ru,43.1855676,76.8836412,,,low,clean_retry,yes
"Мини-центр ""Монтессори Алма-Ата""","ул. Байшешек, 5","87010140730, 87272633338",дошкольный мини-центр,montessorialma-ata@outlook.com,43.2127757,76.9235144,nominatim,,medium,,yes
"Детский сад ""Бэбисити 3""","ул. Кекилбайулы, 45","87789488893, 87789488893",детский сад,sadikbabycity@gmail.com,43.218869,76.884964,yandex,0.7368421052631579,low,,yes
"Детский сад ""Tarlan kids""","ул. Кенесары хан, 67","87754439559, 87273415056",детский сад,tarlanschool@mail.ru,43.168464,76.8774,yandex,,medium,,yes
"Детский сад ""УМКА""","ул. Си Синхая, 1","87777113737, 87273964611",детский сад,umkanajarokova@mail.ru,43.216536,76.903514,yandex,0.8148148148148148,high,,yes
"Детский сад ""Болашак""","пр. Сейфуллина, 544","87014507697, 87272675118",детский сад,bolashak.detskiisad@mail.ru,43.239396,76.935072,yandex,0.7428571428571429,low,,yes
"Детский сад ""Компания N&N""","ул. Аскарова, 1","87770339196, 87770339196",детский сад,askarova.ftk@gmail.com,43.175976,76.8714264,nominatim,,medium,,yes
"Детский сад ""Балажан""","ул. Жандосова, 14","87781520906, 87473006446",детский сад,detsad.almaty@yandex.ru,43.234037,76.907871,yandex,0.7428571428571429,low,,yes
"Мини-центр ""BEIBARYS-SULTAN""","мкр. Хан Тенгри, 89","87003030765, 87272268355",дошкольный мини-центр,sultanbeibarys.sun@gmail.com,43.1678792,76.8924702,,,low,clean_retry,yes
"Детский сад ""Р-Мурагер 2""","ул. Санаторная, 12","87779306633, 87784183842",детский сад,Erubaevazhanar@list.ru,43.202843,76.9138,yandex,,medium,,yes
Детский сад «ЭЛКО»,"мкр. Орбита 3, 8а","87017991039, 87272425321",детский сад,elko50@mail.ru,43.200852,76.876123,,0.8148148148148148,high,,yes
"Мини-центр ""FasTracKids Kazakhstan""","ул. Нахимова, 37б","87011721393, 87273936753",дошкольный мини-центр,ftkkz@mail.ru,43.2259008,76.9343878,nominatim,,medium,,yes
"""Умка"" Детский Центр","пр. Гагарина, 242","87776899527, 87776899527",дошкольный мини-центр,natalya_br@mail.ru,43.2112462,76.8986808,,,low,clean_retry,yes
"Мини-центр ""Da Vinci kids""","ул. Кашгарская, 81А","87077232574, 87272922926",дошкольный мини-центр,maral.maral.1974@mail.ru,43.2396739,76.9289854,nominatim,,medium,,yes
"Детский сад ""Зайка""","ул. Маркова, 9","87017370563, 87273296713",детский сад,zaikasadik@bk.ru,43.283265,76.95655,yandex,0.8333333333333334,high,,yes
"Детский сад при ""Международная школа ""Мирас""","пр. Аль-Фараби, 190","87272421676, 87272421676",детский сад,secretary@miras.kz,43.1932403,76.8803189,,,low,clean_retry,yes
"Детский сад ""Симба Kids""","ул. Кекилбайулы, 32А","87478425689, 87273964003",детский сад,rsz_66@mail.ru,43.206635,76.890174,yandex,0.7368421052631579,low,,yes
"Детский сад ""Мидас""","ул. Журавлева, 22","87017238166, 87017238166",детский сад,sadikaigolek@mail.ru,43.214907,76.891198,yandex,0.7878787878787878,low,,yes
"Мини-центр ""Наследник Kz""","мкр. Мирас, 157","87754863625, 87273111884",дошкольный мини-центр,naslednik_ds@mail.ru,43.1848387,76.8833572,,,low,clean_retry,yes
"Детский сад ""Кулагер""","мкр. Казахфильм, 45","87772096227, 87272696224",детский сад,kulager.detsad@rambler.ru,43.197336,76.910521,yandex,0.7428571428571429,low,,yes
"Детский сад ""KidsClub""","ул. Рыскулбекова, 28/3","87052295599, 87073297240",детский сад,bbbaital@mail.ru,43.2032116,76.8716377,nominatim,,medium,,yes
"Детский сад ""Wunderkinds""","мкр. Хан Тенгри, 127А","87012222552, 87070492258",детский сад,Samal-aaa91@mail.ru,43.3213028,76.8906356,,,low,clean_retry,yes
"Детский сад ""Школа Данышпан""","ул. Ходжанова, 77/5","87017116927, 87017116927",детский сад,nurmazhanara@mail.ru,43.2101536,76.8971451,nominatim,,medium,,yes
"Мини-центр ""Damina""","ул. Подгорная, 14А","87078100020, 87078100020",дошкольный мини-центр,Zhazira@damina.kz,43.1953685,76.913914,nominatim,,medium,,yes
"Детский сад ""Алгабас-3","ул. Озтюрка, 5А","87012669226, 87072277077",детский сад,algabas-3@mail.ru,43.23317,76.907799,yandex,0.7567567567567568,low,,yes
"Филиал ""Образовательного комплекса школы ""First""","мкр. Мирас, 59","87777909099, 87273114105",дошкольный мини-центр,semey-first@mail.ru,43.186615,76.87731,yandex,,low,clean_retry,yes
"Детский сад ""Ахмадиева""","ул. Подгорная, 25/2","87077757313, 87077757313",дошкольный мини-центр,t.zhaika@mail.ru,43.196455,76.915457,,0.7567567567567568,low,,yes
"Детский сад ""SmART Kids""","ул. Умбетбаева, 216","87772255959, 87273379222",детский сад,smart_kids@list.ru,43.2225885,76.8984429,nominatim,,medium,,yes
"Детский сад ""Хан-Султан 3""","ул. Болтирикова, 88","87012672264, 87051119646",детский сад,Hansultan.sadik@mail.ru,43.175753,76.87022,,,low,,yes
"Детский сад ""Альтар""","ул. Булбул, 8/2","87072442230, 87072442230",дошкольный мини-центр,2442230@mail.ru,43.188877,76.905023,yandex,0.7647058823529411,low,,yes
"Детский сад ""Болашак галым""","ул. Жарокова, 278А","87789453345, 87272476230",детский сад,Bosepid@mail.ru,43.2079815,76.9048004,nominatim,,medium,,yes
"Центр раннего развития детей ""JADO""","ул. Жарокова, 260В","87014075577, 87014075577",детский сад,jado.detsad@mail.ru,43.2084028,76.9060419,nominatim,,medium,,yes
"Детский сад ""Smart Korkem""","мкр. Коктем-1, 11","87003311983, 87003311983",детский сад,Korkem_smart@mail.ru,43.2287079,76.9271895,,,low,clean_retry,yes
"Детский сад ""MonteKids""","ул. Кенесарыхан, 143/1","87474392636, 87474392639",детский сад,temirbekova_tatyana@mai.ru,43.175743,76.87022,,,low,,yes
"Детский сад ""Sana Balabaqsha""","ул. Навои, 208/7","87025002568, 87025002568",детский сад,s.amanova93@mail.ru,43.2052755,76.8865101,nominatim,,medium,,yes
"Детский сад ""Ainalaiyn Kids""","ул. Торанғы, 38","87017169900, 87017169900",детский сад,LuckyDucky@gmail.com,43.1851846,76.9246433,nominatim,,medium,,yes
"Детский сад ""Baby Boom education""","ул. Ходжанова, 59/4","87478052837, 87478052837",детский сад,Sokankulenov@gmail.com,43.2097696,76.9104186,nominatim,,medium,,yes
"Детский сад ""П_Ramida""","ул. Огородная, 10","87787952233, 87787959955",детский сад,kamilla.co@gmail.com,43.2880911,76.9789321,nominatim,,medium,,yes
"Детский сад ""Айару""","ул. Попова, 22","87012222552, 87012222552",детский сад,Samal-aaa91@mail.ru,43.226076,76.934057,yandex,0.7878787878787878,low,,yes
"Детский сад ""Соломон эдьюкейшн""","мкр. Хан Тенгри, 79","87002618005, 87002618005",детский сад,azhanchuakova@bk.ru,43.1702712,76.892279,,,low,clean_retry,yes
"Детский сад ""Samruk Kids Club""","ул. Ораза Абишева, 46","87760760009, 87058658551",детский сад,s.kidsclub@mail.ru,43.1743529,76.8955019,nominatim,,medium,,yes
"Детский сад ""Magic Kingdom""","ул. Тажибаева, 157/2","87013095809, 87478222159",детский сад,mkingdom0111@gmail.com,43.2317208,76.8078969,nominatim,,medium,,yes
"Детский сад ""DAYIR-ALMATY""","мкр. Хан Тенгри, 84","87019404482, 87756898255",детский сад,sarsenova.n2016@mail.ru,43.1683735,76.8925354,,,low,clean_retry,yes
"Ясли-сад ""Зердеш-3""","ул. Болтириковой, 50","87477418141, 87711111142",детский сад,dszerdesh@mail.ru,43.185005,76.900037,yandex,0.7741935483870968,low,,yes
"Детский сад ""МЕГА КИДС"" (филиал)","11-я улица, 8","87018886091, 87018886091",детский сад,ds_megakids@mail.ru,43.175164,76.907314,yandex,,medium,,yes
"Детский сад ""Mykid2""","6-я улица, 25","87017536913, 87017536913",детский сад,aldeke04@yandex.kz,43.171114,76.903101,yandex,0.7586206896551724,low,,yes
"Детский сад ""ALEM SCHOOL.KZ""","ул. Жарокова, 358","87758021724, 87758021724",детский сад,alem_scholl.kz@mail.ru,43.2160773,76.9024356,nominatim,,medium,,yes
Детский сад Qoshaqan,"ул. Тимирязева, 15A","87762458440, 87079110378",детский сад,qoshaqan.balabaqshasy@gmail.com,43.2308676,76.9319983,nominatim,,medium,,yes
"Детский сад ""Friends Education""","ул. Абиша Кекилбайулы, 179","87077971040, 87077971040",детский сад,kimsales@bk.ru,43.1992607,76.8908629,nominatim,,medium,,yes
"Детский сад ""Аль-Фараби""","ул. Рафика Нуртазина, 79","87012222552, 87012222552",детский сад,Samal-aaa91@mail.ru,43.153832,76.902301,yandex,0.7894736842105263,low,,yes
"Детский сад ""Elite Kids Academy 1""","Территория СТ Ремизовка, 6","87021495556, 87021495556",детский сад,elitekidssite@gmail.com,43.211944,76.913618,,,low,,yes
"Детский сад ""Ordagen Management""","Микрорайон Хан-Тенгри, 7","87019172085, 87755370809",,info@babyboom.education,43.1763032,76.8916982,nominatim,,medium,,yes
Детский сад «Sparks Preschool»,"мкр. Мирас, 160","87087051885, 87087051885",детский сад,sparks.kaz@gmail.com,43.190112,76.870573,yandex,,low,clean_retry,yes
"Детский сад ""Город друзей""","5-й переулок, 14","87087160878, 87087160878",детский сад,goroddruzeikz@gmail.com,43.211936,76.913618,,,low,,yes
"Детский сад ""Elite Child""","ул. Байшешек, 1","87002101881, 87002101881",детский сад,asel.amandosova@bk.ru,43.2131101,76.9233545,nominatim,,medium,,yes
"Детский сад ""ALASH kids""","пр. Аль-Фараби, 75","87719111919, 87719111919",детский сад,alash.kids@mail.ru,43.2103915,76.9144946,,,low,clean_retry,yes
"Детский сад ""Эрудиты""","ул. 20 линия, 62","87789108210, 87013228083",детский сад,aselmalgazdarova001@gmail.com,43.232454,76.887443,yandex,0.7428571428571429,low,,yes
"Детский сад ""Умка""","ул. Киргизская, 2","87758159222, 87273964611",детский сад,Zcumka@mail.ru,43.280325,76.945339,yandex,0.8148148148148148,high,,yes
"Детский сад ""Уайз Кидс""","ул. Кольсай, 31","87017445113, 87018716676",детский сад,wisekids.almaty@gmail.com,43.332774,76.841413,yandex,0.7567567567567568,low,,yes
"Детский сад ""Friends Education 2""","ул. Манаша Козыбаева, 26","87077971040, 87077971040",детский сад,kimsales@bk.ru,43.21192,76.913618,,,low,,yes
"Детский сад ""QazBaby""","ул. Бұлбұл, 17","87072259840, 87072259840",ясли-сад,qaz.baby@yandex.kz,43.18887,76.90284,yandex,0.7333333333333333,low,,yes
Детский центр «Кайсар»,"ул. Тажибаевой, 176","87477107330, 87273775870",детский сад,kaysar.detcentr@gmail.com,43.214522,76.8911727,nominatim,,medium,,yes
"Детский сад ""ESSENTIALS""","ул. Наурызбай батыра, 127","87017858888, 87017858888",детский сад,alimkhanovaadel@gmail.com,43.2364265,76.937795,nominatim,,medium,,yes
"Детский сад ""Joy Art Education""","ул. Тажибаевой, 180","87712321232, 87272512244",детский сад,detsad.radost2024@mail.ru,43.2141243,76.8913002,nominatim,,medium,,yes
"ЦЕНТР ДЕТСКОГО ОБРАЗОВАНИЯ ""KIDS PLANET""","ул. Абулхайр-хан, 39","87773059703, 87027183322",детский сад,abilai_92_30@mail.ru,43.178694,76.902385,,,low,,yes
"Образовательный центр ""Солнечный Город""","мкр. Мамыр-4, 177",,детский сад,,43.2144408,76.845198,,,low,clean_retry,yes
"Детский сад ""Altyn Gasyr_KZ""","мкр. Мамыр-7, 21","87766300599, 87766300599",детский сад,tauyenova.gulnaz@mail.ru,43.210091,76.840901,yandex_dedup,,low,clean_retry,yes
"Детский сад ""Alem Baby""","мкр. Мамыр-4, 207","87778186141, 87273186141",детский сад,shark.rafael.87@mail.ru,43.2156018,76.8514789,,,low,clean_retry,yes
"Детский сад ""Kids Club -Детский клуб""","ул. Мырзагалиева, 43в","87012113305, 87012113305",детский сад,info@kids-club.kz,43.1972968,76.8620758,nominatim,,medium,,yes
"Детский сад ""Akademkids""","мкр. Мамыр-4, 85а","87083233132, 87476713953",детский сад,Akademkids20@gmail.com,43.3192223,76.9161261,,,low,clean_retry,yes
"Детский сад ""Бэби_клуб""","мкр. Мамыр-7, 8/4","87054440066, 87272515530",детский сад,Kaparjv007007@gmail.com,43.215485,76.837667,yandex,0.7567567567567568,low,,yes
"Детский сад ""Asylym kids""","ул. Сыйластық, 14",,детский сад,,43.2276675,76.8303154,nominatim,,medium,,yes
Детский Творческий Центр «Ириска»,"мкр. Мамыр-4, 162","87051305101, 87051305101",детский сад,welcome_1980@mail.ru,43.2153415,76.8487583,,,low,clean_retry,yes
"Детский сад ""Lion Garden""","мкр. Алмас, 57а","87474291411, 87474291411",детский сад,Aruzhan.dulatkyzy@bk.ru,43.207699,76.838781,yandex_dedup,,low,clean_retry,yes
"Детский садик ""Чебурашка""","мкр. Алтын бесик, 177","87077293049, 87072213140",детский сад,Kymbat.khamitova.2020@bk.ru,43.234168,76.820114,yandex,0.7619047619047619,low,,yes
Детский центр «УМКА» на Берегового,"мкр. 10, 23б","87771865694, 87771865694",дошкольный мини-центр,umka_kazbek.bi@mail.ru,43.2157758,76.8667272,,,low,clean_retry,yes
"Детский сад ""Умка Сад""","мкр. Мамыр-4, 166","87023472047, 87272555467",детский сад,olgadays76@mail.ru,43.215111,76.848034,yandex_dedup,0.7777777777777778,low,,yes
"Детский сад ""Жан Бөпе - 1""","ул. Щепеткова, 113/3","87788799813, 87788799813",детский сад,galym0406@mail.ru,43.2227542,76.8759132,nominatim_dedup,0.7368421052631579,low,,yes
"Детский сад ""Nargiza & Co""","мкр. Мамыр 4, 5","87075464605, 87756770720",детский сад,bakir.nargizll@gmail.com,43.2134175,76.8522532,,,low,clean_retry,yes
"Детский сад ""МЕГА КИДС""","ул. Садовникова, 35","87018886091, 87018886091",детский сад,madina_u@mail.ru,43.2222906,76.8776209,nominatim_dedup,0.7567567567567568,low,,yes
"Детский сад ""АҚӘЛЕМ 2""","ул. Пролетарская, 15","87017088707, 87017088707",детский сад,sad_bolashaq@mail.ru,43.2023695,76.8450533,nominatim_dedup,0.7777777777777778,low,,yes
"Детский сад ""Нұр-Ариман 1""","мкр. Мамыр 4, 145А","87017186825, 87017186825",детский сад,b.1961.5@mail.ru,43.2147558,76.8463113,,,low,clean_retry,yes
"Детский сад ""Нэмо""","мкр. Атамекен, 163А","87087668657, 87772745588",детский сад,blisbekova@gmail.com,43.207334,76.8490528,nominatim_dedup,0.8148148148148148,high,,yes
Детский сад Baby Club,"мкр. Мамыр 4, 128","87072424787, 87072424787",детский сад,bakon07@mail.ru,43.2143107,76.8445939,,,low,clean_retry,yes
"Детский сад ""Нурислам""","мкр. Мамыр-4, 212","87786842126, 87786842126",детский сад,nur_sad2017@mail.ru,43.2144168,76.8517909,nominatim_dedup,0.7222222222222222,low,,yes
"Детский сад ""KIDS Academy Kamila""","ул. Утеген батыра, 122","87770200098, 87272557350",детский сад,kids-academy-kamila@mail.ru,43.2315565,76.8691219,nominatim,,medium,,yes
"Детский сад ""Altyn URPAQ""","мкр. Шабыт, 21","87001012210, 87001012210",детский сад,nurkalieva.i@mail.ru,43.2036878,76.848468,,,low,clean_retry,yes
"Детский сад ""BORI Company""","мкр. Мамыр-4, 121а","87077554997, 87077554997",детский сад,balalem_babyclub@mail.ru,43.2171557,76.8433389,,,low,clean_retry,yes
"Детский сад ""Baby boom education""","ул. Дауленова, 25","87478702470, 87024697928",детский сад,coldstyle-727@mail.ru,43.1993463,76.8502828,nominatim,,medium,,yes
"Детский сад ""ZERDESH""","мкр. Атамекен, 113","87479550665, 87252555755",детский сад,zere.kinder@gmail.com,43.2049336,76.8472646,nominatim_dedup,0.7333333333333333,low,,yes
"Детский сад ""Antaress Kids""","мкр. Мамыр-4, 149","87787773357, 87787773357",детский сад,antaress.kids.80@mail.ru,43.217646,76.842406,yandex_dedup,,low,clean_retry,yes
"Детский сад ""Kun ai""","ул. Шаймерденова, 27/33","87078087531, 87078087531",детский сад,aigera_juman@mail.ru,43.1986055,76.8550783,nominatim_dedup,0.8,low,,yes
"Детский сад ""Лаяна К""","ул. Бутина, 5","87078787014, 87078787014",детский сад,Layana_balabaksha@mail.ru,43.2051089,76.8564368,nominatim_dedup,0.7428571428571429,low,,yes
"Детский сад ""AlemKids""","ул. Жантурина, 21","87017471666, 87017471666",детский сад,alemkids@mail.ru,43.2004727,76.8586972,nominatim,,medium,,yes
"Мини-центр ""Новое поколение""","мкр. Мамыр 7, 8/1","87772682860, 87772682860",дошкольный мини-центр,jana_urpaq@mail.ru,43.215774,76.837452,yandex_dedup,,low,clean_retry,yes
"Детский сад ""Асемгул-1""","мкр. Алтын Бесик, 53","87781028678, 87781028678",детский сад,nagimaumirbekova70@mail.ru,43.236014,76.812344,yandex,0.7368421052631579,low,,yes
"Детский сад ""Romashka kinder""","ул. Трудовая, 64А","87025509998, 87025509998",детский сад,l.Zavrenbekova@mail.ru,43.231408,76.8236821,nominatim,,medium,,yes
"Детский сад ""Ar Kids""","мкр. Мамыр-4, 117/7","87057051044, 87057051044",детский сад,Z.zhanakbaeva@bk.ru,43.2180732,76.8472378,nominatim_dedup,0.7333333333333333,low,,yes
"Мини-центр ""Хотейка""","мкр. Мамыр 4, 16а","87078406338, 87078406338",дошкольный мини-центр,xoteika16@mail.ru,43.2104099,76.8415623,,,low,clean_retry,yes
"Детский сад ""Asem-A7""","ул. Каргалинская, 64А","87772475870, 87012321102",детский сад,naz-ik@inbox.ru,43.2529658,76.8814788,fuzzy,0.7777777777777778,low,,yes
"Детский сад ""Талант""","мкр. Атамекен, 245","87081442511, 87081442511",детский сад,talant.dc@mail.ru,43.207151,76.8492426,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Асем-гул""","мкр. Мамыр-4, 205","87473336432, 87028233536",детский сад,gulmira.shaukh.01@bk.ru,43.21564,76.8517621,nominatim_dedup,0.7222222222222222,low,,yes
"Детский-ясли сад ""Береке - 2020""","мкр. Атамекен, 33/1","87055432916, 87055432916",детский сад,bereke2020@mail.ru,43.2075931,76.8445079,nominatim_dedup,0.723404255319149,low,,yes
"Детский сад ""iBópe""","мкр. Баянаул, 8","87052736026, 87052736026",детский сад,ainursabyrgalieva@gmail.com,43.2393982,76.8166675,nominatim_dedup,0.7857142857142857,low,,yes
"Детский сад ""Unicus Kids""","ул. Шаймерденова, 17т","87012600888, 87012600888",детский сад,ksushin@mail.ru,43.2006425,76.8542395,nominatim,,medium,,yes
"Детский сад ""DARA kids""","мкр. Куаныш, 27","87777777155, 87272569652",детский сад,zhainakorea@gmail.com,43.2081762,76.8543307,,,low,clean_retry,yes
"Детский сад ""Jy'ldyz-AI""","ул. Ыкылас, 8Б","87079999592, 87071177733",детский сад,too.jyldyz-ai@mail.ru,43.2035874,76.8490664,nominatim,,medium,,yes
"Детский сад ""Солнечный лучик""","мкр. Мамыр 4, 86","87058763486, 87058763486",детский сад,solnechnyyluchik.23@mail.ru,43.2174786,76.8498727,,,low,clean_retry,yes
"Детский сад ""Ар-Дана""","ул. Нурмаханова, 30","87017119373, 87272971714",детский сад,szauresh@mail.ru,43.1993592,76.8561496,nominatim_dedup,0.7428571428571429,low,,yes
"Мини-центр ""Хотейка""","мкр. Мамыр 4, 203а","87078406338, 87273817704",дошкольный мини-центр,xoteika16@mail.ru,43.2151827,76.8522204,,,low,clean_retry,yes
"Детский сад ""Островок знаний""","ул. Мырзагалиева, 53","87772110666, 87273093321",детский сад,dinara.nulanovna@mail.ru,43.1959423,76.8625857,nominatim,,medium,,yes
"Детский сад ""Эврика""","мкр. Мамыр 4, 4Б","87074968111, 87074968111",детский сад,guleke.o@mail.ru,43.217134,76.845896,yandex_dedup,0.8108108108108109,high,,yes
"Детский сад ""Mama House""","мкр. Алмас, 201","87078205005, 87472858225",детский сад,detsadzhanali@mail.ru,43.2079147,76.8464907,,,low,clean_retry,yes
"Мини-центр ""Алем-ГА""","мкр. Атамекен, 61","87016576677, 87016576677",детский сад,kgmakos@mail.ru,43.2074456,76.8448622,,,low,clean_retry,yes
"Детский сад ""Звезда-Али-Ясина""","ул. Жексенбаева, 52","87085817791, 87472593095",детский сад,sad.yasina@bk.ru,43.2364879,76.8121399,nominatim,,medium,,yes
"Детский сад ""ДиДи2016""","Территория СТ Ветеран, 21","87017557746, 87017557746",детский сад,dabyltaeva@bk.ru,43.297714,76.8612122,fuzzy,0.7368421052631579,low,,yes
"Детский сад ""Antaress kids-2""","мкр. Алмас, 106","87000808553, 87000808553",детский сад,anar.zhumash@inbox.ru,43.206076,76.839796,yandex_dedup,,low,clean_retry,yes
"Детский сад ""BalaSiti""","мкр. Атамекен, 121","87019841201, 87019841201",детский сад,balasiti@mail.ru,43.206388,76.8478489,,,low,clean_retry,yes
"Детский сад ""ҚОНЖЫҚ""","мкр. Мамыр 4, 148 А","87076445788, 87273816341",детский сад,miskakov010988@gmail.com,43.2152084,76.8469568,nominatim_dedup,0.8148148148148148,high,,yes
"Детский сад ""УМКА""","мкр. Мамыр-4, 57А","87776899527, 87272555467",детский сад,umka_kazbek.bi@mail.ru,43.216307,76.848878,yandex_dedup,0.8148148148148148,high,,yes
"Учебно-воспитательный центр ""Өркен""","мкр. Астана, 5","87017847313, 87272261100",детский сад,orkenbakshasy@gmail.ru,43.2106856,76.8523082,,,low,clean_retry,yes
"Детский сад ""АЙ-БАЛА""","ул. Садовникова, 61","87753854604, 87272496397",дошкольный мини-центр,nisa_03@mail.ru,43.2242135,76.8765663,nominatim_dedup,0.8,low,,yes
"Детский сад ""ЛОЛО""","мкр. Атамекен, 123","87751049323, 87751049323",детский сад,lolo_kindergarten@mail.ru,43.2064348,76.8480717,nominatim_dedup,0.8148148148148148,high,,yes
"Детский сад ""BalaPanda KZ""","ул. Адилова, 11","87751474999, 87751474999",детский сад,balapanda.kz02@mail.ru,43.2064242,76.8614781,nominatim,,medium,,yes
"Детский сад ""Мегаполис детства""","мкр. Алмас, 239","87012251838, 87474161180",детский сад,bakit-12@mail.ru,43.2080285,76.8484761,,,low,clean_retry,yes
"Детский сад ""KARSHAL""","мкр. Атамекен, 33","87011118495, 87272555142",детский сад,ds.wonderland@mail.ru,43.2077065,76.8447339,nominatim_dedup,0.7333333333333333,low,,yes
"Центр дошкольного образования ""Дастур"" (филиал)","мкр. Мамыр-4, 119","87076856960, 87014797060",детский сад,filialdastur@mail.ru,43.2173223,76.8441796,,,low,clean_retry,yes
"Детский сад ""Айсана""","мкр. Алмас, 134","87078385555, 87272931501",детский сад,Janna.9999@mail.ru,43.204367,76.841458,yandex_dedup,0.8235294117647058,high,,yes
Центр дошкольного образования «Дастур»,"мкр. Мамыр 7, 8Д","87015318232, 87026837878",детский сад,omarovdarkhan@gmail.com,43.2160033,76.8383093,,,low,clean_retry,yes
"Детский сад ""Капельки Счастья""","мкр. Куаныш, 56","87019810813, 87272639689",детский сад,bestcompany08@mail.ru,43.2087954,76.8532955,,,low,clean_retry,yes
"Детский сад ""Zere""","мкр. 3, 72","87770091222, 87012222161",детский сад,gkalekeev@mil.ru,43.2942214,76.9815052,nominatim_dedup,0.8148148148148148,high,,yes
"Детский сад ""Қарлығаш""","мкр. Алтын Бесик, 168","87078744888, 87078744888",детский сад,sveta_usenbaeva@mail.ru,43.235074,76.819908,yandex,0.7428571428571429,low,,yes
"Образовательный центр ""Арайлым""","мкр. Атамекен, 58","87078160000, 87078160000",детский сад,arailym.aimaty@mail.ru,43.204781,76.846158,nominatim_dedup,0.7586206896551724,low,,yes
"Детский сад ""Р. Мұрагер""","мкр. Мамыр 4, 149","87784183842, 87779306633",детский сад,Erubaevazhanar@list.ru,43.2155006,76.8477854,,,low,clean_retry,yes
"Мини-центр ""Лучик""","пр. Райымбека, 482ж","87780002635, 87780002635",детский сад,Luchuk.00@mail.ru,43.2495308,76.8469347,,,low,clean_retry,yes
"Детский сад ""Нұр Сәби""","мкр. Аксай 1А, 10в","87011135685, 87272271854",детский сад,nazym.25.90@mail.ru,43.2399266,76.8268025,nominatim_dedup,0.8333333333333334,high,,yes
Детский сад «Еркежан»,"мкр. Алтын бесік, 223","87711202220, 87272306838",детский сад,Erkezhansad@mail.ru,43.233735,76.823959,yandex,0.8421052631578947,high,,yes
"Детский сад ""Білім""","мкр. Мамыр-4, 117/2","87474016138, 87076039493",детский сад,zhadon89@mail.ru,43.21716,76.845951,yandex_dedup,0.7878787878787878,low,,yes
"Детский сад ""ЗАЙКА ФИЛИАЛ""","ул. Аманжол, 6","87758934101, 87273296713",детский сад,zaikasadik@bk.ru,43.2090607,76.843715,nominatim,,medium,,yes
Ақниет Образовательный Центр,"мкр. Мамыр 4, 58","87027711040, 87076078004",детский сад,aigera_juman@mail.ru,43.2168286,76.8488245,nominatim_dedup,0.7368421052631579,low,,yes
"Детский сад ""Дамодара""","ул. Садовникова, 186","87071010134, 87071010134",детский сад,damodarakz@yandex.ru,43.2354579,76.8673679,nominatim_dedup,0.7222222222222222,low,,yes
"Детский сад ""Байтемировы""","мкр. Алтын бесік, 189","87714213724, 87714213724",детский сад,kbaitemirova@mail.ru,43.2108502,76.8216314,,,low,clean_retry,yes
Центр развития личности «Теремок»,"ул. Мустай Карим, 1а","87777665096, 87272555300",детский сад,alist79@mail.ru,43.2096801,76.8546355,nominatim,,medium,,yes
"Детский сад ""i.Bala 2""","мкр. Мамыр 4, 18","87073197832, 87273800096",детский сад,zhumabekova-samal@mail.ru,43.2140398,76.8543578,nominatim_dedup,0.7567567567567568,low,,yes
"Детский Центр ""Умка""","мкр. Аксай 3а, 85","87071899154, 87273816757",дошкольный мини-центр,center.umka@mail.ru,43.237472,76.825998,yandex_dedup,,low,clean_retry,yes
"Детский сад ""Alina-kids-1""","мкр. Мамыр-4, 210","87078187939, 87272333239",детский сад,chke_1956@mail.ru,43.2148548,76.8515881,nominatim_dedup,0.7317073170731707,low,,yes
"Детский образовательный центр ""Умка""","ул. Сулейменова, 26В","87777022242, 87273013498",дошкольный мини-центр,centrumka@bk.ru,43.2099441,76.8790948,nominatim,,medium,,yes
"Детский сад ""NURJANAR""","ул. Центральная, 153","87072340500, 87072340500",детский сад,monti-club@mail.ru,43.2541466,76.9911307,nominatim,,medium,,yes
"Мини-центр ""AlibiNurAru""","ул. Саттарханова, 3","87017991635, 87017991635",дошкольный мини-центр,aizere_sad@mail.ru,43.2013917,76.8526704,nominatim,,medium,,yes
"Детский сад ""Ару kids""","мкр. Алмас, 201","87078744888, 87078744888",дошкольный мини-центр,sveta_usenbaeva@mail.ru,43.206845,76.84215,yandex_dedup,0.7222222222222222,low,,yes
"Детский сад ""Зере ""","мкр. Атамекен, 70Б","87478440270, 87272555573",детский сад,kristina_kulakova_1995@bk.ru,43.208396,76.845689,yandex_dedup,0.8571428571428571,high,,yes
"Детский сад ""Вундеркинд Л и Г""","ул. Бутина, 13","87017222804, 87273176751",детский сад,vunderkind08@mail.ru,43.204501,76.8569502,nominatim,,medium,,yes
"Детский сад ""Тимас компани""","мкр. Атамекен, 33/1","87757993398, 87272555350",детский сад,mtalgatm@mail.ru,43.217651,76.845004,,,low,clean_retry,yes
